pollen_depth,pollen_age_kabp,quercus_decid,ap_minus_pinus
299.443,822.9437,3.37079,30.3371
299.603,823.33215,,
299.763,823.7287,,
299.923,824.11285,,
300.083,824.50265,26.087,75.8454
300.243,824.8899,,
300.403,825.2723,,
300.563,825.6806,,
300.723,826.13785,44.7458,76.2712
300.883,826.59655,,
301.043,827.05525,,
301.203,827.5154,,
301.363,827.97375,25.2747,81.3187
301.523,828.43835,,
301.683,828.9098,,
301.843,829.41415,,
302.003,830.15225,6.66667,26.6667
302.163,830.88935,,
302.323,831.6285,,
302.483,832.36435,,
302.643,833.1057,28.2353,80
302.803,833.84505,,
302.963,834.56925,,
303.123,835.3165,,
303.283,836.32035,9.52381,28.0423
303.443,837.32335,,
303.603,838.3221,,
303.763,839.32135,,
303.923,840.32195,43.4109,82.9457
304.083,841.31495,,
304.243,842.30295,,
304.403,843.29555,,
304.563,844.27915,46.8599,71.4976
304.723,845.26155,,
304.893,846.31255,,
305.043,847.2359,,
305.203,848.229,23.0769,33.3333
305.363,849.2331,,
305.523,850.23595,,
305.683,851.23215,,
305.843,852.24325,21.4286,70.2381
306.003,853.27365,,
306.163,854.3006,,
306.323,855.32435,,
306.483,856.3425,29.7143,80.5714
306.643,857.36125,,
306.803,858.3814,,
306.963,859.40415,,
307.123,860.3957,28.4091,87.5
307.283,861.44575,,
307.443,862.37565,,
307.603,863.36555,,
307.763,864.3502,0,0
307.923,865.34725,,
308.083,866.3477,,
308.253,867.41625,,
308.403,868.14435,0,4.12371
308.563,868.7462,,
308.723,869.3543,,
308.883,869.95585,,
309.043,870.56105,6.0241,20.4819
309.203,871.16295,,
309.363,871.7611,,
309.523,872.36405,,
309.683,872.9032,8,29.2683
309.843,873.33725,,
310.003,873.781,,
310.163,874.22565,,
310.323,874.65855,10.6796,32.0388
310.483,875.1033,,
310.643,875.54125,,
310.803,875.9736,,
310.963,876.43965,0,25.3012
311.123,876.96485,,
311.283,877.5086,,
311.443,878.0397,,
311.603,878.5754,2.29885,8.04598
311.763,879.10755,,
311.923,879.65195,,
312.083,880.1798,,
312.243,880.7031,1.25786,16.9811
312.403,881.1796,,
312.563,881.6687,,
312.723,882.1514,,
312.883,882.6304,4.66667,19.3333
313.043,883.11475,,
313.203,883.60925,,
313.363,884.0896,,
313.523,884.5631,0.561798,13.4831
313.683,885.0977,,
313.843,885.6116,,
314.003,886.13035,,
314.163,886.66125,0.854701,13.6752
314.323,887.1948,,
314.483,887.72545,,
314.643,888.25755,,
314.803,888.7826,4.83092,38.1643
314.963,889.53305,,
315.123,890.31165,,
315.283,891.0909,,
315.443,891.88275,12.1547,56.9061
315.603,892.66405,,
315.763,893.44085,,
315.923,894.2164,,
316.083,894.99485,7.03125,54.6875
316.243,895.9078,,
316.403,896.8711,,
316.563,897.8405,,
316.723,898.7944,7.48299,37.415
316.883,899.749,,
317.043,900.6988,,
317.193,901.59805,,
317.363,902.6048,3.94089,49.7537
317.523,903.50335,,
317.683,904.38425,,
317.843,905.28475,,
318.003,906.16625,16.0494,54.321
318.163,907.05705,,
318.323,907.9542,,
318.483,908.8373,,
318.643,909.7202,19.2771,73.494
318.803,910.76055,,
318.963,911.94245,,
319.123,913.1298,,
319.283,914.30825,3.26087,19.5652
319.443,915.5024,,
319.603,916.69205,,
319.763,917.8931,,
319.923,919.0874,0,15.2542
320.083,919.93365,,
320.243,920.32115,,
320.403,920.71315,,
320.563,921.10345,5.42636,10.8527
320.723,921.4829,,
320.883,921.8647,,
321.043,922.2458,,
321.203,922.6238,5.88235,35.2941
321.363,922.98765,,
321.523,923.34335,,
321.683,923.6952,,
321.843,924.04,8.51064,31.9149
322.003,924.39515,,
322.163,924.73775,,
322.323,925.08965,,
322.483,925.44295,2.1978,8.79121
322.643,925.8,,
322.803,926.2007,,
322.963,926.61185,,
323.123,927.01585,19.6721,48.3607
323.283,927.42585,,
323.443,927.8427,,
323.603,928.2462,,
323.763,928.65645,7.54717,30.1887
323.923,929.0513,,
324.083,929.4581,,
324.243,929.8592,,
324.403,930.2521,0,0
324.563,930.64985,,
324.723,931.04095,,
324.883,931.43945,,
325.043,931.83775,2.54237,26.2712
325.203,932.23705,,
325.363,932.62865,,
325.523,933.02225,,
325.683,933.4222,25,85.1351
325.843,933.82105,,
326.003,934.2264,,
326.163,934.63065,,
326.323,935.0292,11.5646,32.6531
326.483,935.43045,,
326.643,935.84805,,
326.803,936.277,,
326.963,936.70695,22.1154,58.6538
327.123,937.1411,,
327.283,937.56805,,
327.44,937.98745,,
327.6,938.4111,46.4516,69.6774
327.76,938.8432,,
327.92,939.2421,,
328.07,939.60935,,
328.24,940.0253,54.3379,79.9087
328.4,940.41405,,
328.56,940.804,,
328.72,941.1913,,
328.88,941.5827,44.0367,72.4771
329.04,941.98605,,
329.2,942.40105,,
329.36,942.8367,,
329.52,943.26675,27.972,76.9231
329.68,943.6998,,
329.84,944.12095,,
330,944.55045,,
330.16,944.97595,35.461,80.1418
330.32,945.4053,,
330.48,945.83945,,
330.64,946.3022,,
330.8,946.76025,27.9236,81.6229
330.96,947.2243,,
331.12,947.681,,
331.28,948.14075,,
331.44,948.59765,17.0478,88.3576
331.6,949.05425,,
331.76,949.48855,,
331.92,949.9133,,
332.08,950.335,20.9524,82.381
332.24,950.7625,,
332.4,951.1868,,
332.56,951.60885,,
332.72,952.0349,23.0435,82.1739
332.88,952.45605,,
333.04,952.8795,,
333.2,953.3594,,
333.36,953.83915,32.0346,74.026
333.52,954.31715,,
333.68,954.7946,,
333.84,955.2696,,
334,955.74975,61.7729,75.6233
334.16,956.22555,,
334.34,956.75485,,
334.48,957.1634,,
334.64,957.62065,59.0406,68.2657
334.8,958.07685,,
334.96,958.55115,,
335.12,959.0233,,
335.28,959.49625,45.8599,54.7771
335.43,959.94755,,
335.6,960.4394,,
335.76,960.8492,,
335.92,961.2461,45.6897,52.0115
336.08,961.65025,,
336.24,962.0654,,
336.4,962.47695,,
336.56,962.8904,18.7097,32.5806
336.72,963.29595,,
336.88,963.69715,,
337.04,964.05575,,
337.2,964.40455,19.4444,40.7407
337.36,964.74975,,
337.52,965.09815,,
337.68,965.44195,,
337.84,965.7817,5.22388,12.6866
338,966.1269,,
338.16,966.45885,,
338.32,966.7925,,
338.48,967.0953,14.2857,45.6044
338.64,967.40855,,
338.8,967.7183,,
338.96,968.0332,,
339.12,968.3412,5.23256,43.6047
339.28,968.648,,
339.44,968.95885,,
339.6,969.27655,,
339.76,969.59465,10.5263,60.3239
339.92,969.9089,,
340.08,970.22665,,
340.24,970.5398,,
340.4,970.862,22.561,63.4146
340.56,971.17915,,
340.72,971.4929,,
340.88,971.80325,,
341.04,972.1285,10.1911,24.2038
341.2,972.4596,,
341.36,972.78135,,
341.52,973.11265,,
341.68,973.44305,40,67.8788
341.84,973.77025,,
342,974.0936,,
342.16,974.42745,,
342.32,974.7663,48.8462,60.3846
342.48,975.102,,
342.64,975.445,,
342.8,975.77715,,
342.94,976.083,48.3516,58.9744
343.12,976.4495,,
343.28,976.79975,,
343.44,977.1312,,
343.6,977.42655,32.7957,44.086
343.76,977.7229,,
343.92,978.0214,,
344.09,978.3378,,
344.24,978.6277,44.4976,56.2201
344.42,978.9658,,
344.56,979.2331,,
344.72,979.5329,,
344.88,979.80455,38.6364,52.2727
345.04,980.0793,,
345.2,980.3548,,
345.36,980.62905,,
345.52,980.9072,16.0643,29.7189
345.68,981.18255,,
345.84,981.4593,,
346,981.7377,,
346.16,982.0408,51.752,77.0889
346.32,982.35915,,
346.48,982.6675,,
346.64,982.9953,,
346.8,983.30705,11.3772,50.2994
346.96,983.6296,,
347.12,983.9493,,
347.28,984.2675,,
347.44,984.71205,19.7479,55.8824
347.6,985.1969,,
347.76,985.69135,,
347.92,986.1835,,
348.08,986.68085,18.6747,67.1687
348.24,987.17275,,
348.4,987.65195,,
348.56,988.14035,,
348.72,988.8569,24.6951,71.6463
348.88,989.7133,,
349.04,990.5617,,
349.2,991.4049,,
349.36,992.2506,42.9952,69.0821
349.52,993.0892,,
349.68,993.9235,,
349.84,994.7531,,
350,995.60965,27.7778,46.8254
350.16,996.50055,,
350.32,997.4072,,
350.48,998.3183,,
350.64,999.22635,32.7586,44.8276
350.81,1000.201,,
350.96,1001.0475,,
351.12,1001.952,,
351.28,1002.772,18.9189,31.5315
351.44,1003.472,,
351.6,1004.182,,
351.76,1004.8945,,
351.92,1005.615,9.43396,20.7547
352.08,1006.3445,,
352.24,1007.065,,
352.4,1007.761,,
352.56,1008.4055,23,57
352.72,1008.867,,
352.88,1009.3285,,
353.04,1009.7865,,
353.2,1010.2465,31.7073,53.6585
353.36,1010.7065,,
353.52,1011.1585,,
353.68,1011.613,,
353.84,1012.057,8.06452,35.4839
354,1012.499,,
354.16,1012.938,,
354.32,1013.372,,
354.48,1013.814,0,0
354.66,1014.311,,
354.8,1014.6905,,
354.96,1015.127,,
355.12,1015.564,33.5526,60.5263
355.28,1016.0015,,
355.44,1016.4435,,
355.6,1016.8785,,
355.76,1017.316,33.7931,60
355.92,1017.749,,
356.08,1018.19,,
356.24,1018.6205,,
356.4,1019.058,13.8686,31.3869
356.56,1019.501,,
356.72,1019.964,,
356.88,1020.406,,
357.04,1020.8565,13.7097,49.1935
357.2,1021.3,,
357.36,1021.743,,
357.52,1022.1945,,
357.68,1022.635,29.6296,50.3704
357.84,1023.0605,,
358,1023.4835,,
358.16,1023.9135,,
358.32,1024.343,45.3441,70.8502
358.48,1024.77,,
358.64,1025.1995,,
358.8,1025.621,,
358.96,1026.052,46.281,74.7934
359.12,1026.478,,
359.28,1026.8985,,
359.44,1027.33,,
359.6,1027.75,14.5455,24.3636
359.76,1028.1865,,
359.92,1028.609,,
360.08,1029.0455,,
360.24,1029.4685,28.2609,48.3696
360.41,1029.8915,,
360.56,1030.239,,
360.72,1030.6095,,
360.88,1030.9785,40.796,57.2139
361.04,1031.349,,
361.2,1031.7225,,
361.36,1032.1065,,
361.52,1032.488,23.0216,43.1655
361.68,1032.8915,,
361.84,1033.337,,
362,1033.7745,,
362.16,1034.2175,10,55
362.32,1034.6595,,
362.48,1035.1115,,
362.64,1035.5565,,
362.8,1036.0065,2.29885,44.8276
362.96,1036.5015,,
363.12,1037.1185,,
363.28,1037.7365,,
363.44,1038.349,14.2857,38.0952
363.6,1038.949,,
363.76,1039.5525,,
363.92,1040.1515,,
364.08,1040.7535,7.92079,30.6931
364.24,1041.353,,
364.4,1041.987,,
364.56,1042.6145,,
364.72,1043.2405,9.34959,18.2927
364.88,1043.872,,
365.04,1044.502,,
365.2,1045.14,,
365.36,1045.7765,3.6036,15.3153
365.52,1046.4145,,
365.68,1047.0685,,
365.84,1047.732,,
366,1048.3885,7.64706,21.1765
366.16,1049.0495,,
366.32,1049.7105,,
366.48,1050.3705,,
366.64,1051.034,25.7732,61.8557
366.8,1051.683,,
366.96,1052.3025,,
367.12,1052.9115,,
367.28,1053.521,19.8529,37.5
367.44,1054.1315,,
367.6,1054.748,,
367.76,1055.371,,
367.92,1055.9955,18.4615,53.8462
368.08,1056.6265,,
368.24,1057.146,,
368.4,1057.639,,
368.56,1058.1325,6.79612,46.6019
368.72,1058.6235,,
368.88,1059.119,,
369.04,1059.6065,,
369.2,1060.093,8.87097,79.0323
369.36,1060.591,,
369.52,1061.0295,,
369.68,1061.4515,,
369.84,1061.8805,9.69388,79.5918
370,1062.3015,,
370.16,1062.718,,
370.32,1063.135,,
370.48,1063.556,10.6061,93.4343
370.64,1063.974,,
370.8,1064.377,,
370.96,1064.787,,
371.12,1065.202,14.0625,87.1094
371.28,1065.6175,,
371.44,1066.0175,,
371.6,1066.4365,,
371.76,1066.8485,22.6994,88.3436
371.92,1067.257,,
372.08,1067.6795,,
372.24,1068.0965,,
372.4,1068.527,35.7414,90.1141
372.56,1068.9605,,
372.72,1069.3965,,
372.88,1069.8225,,
373.04,1070.2575,39.2523,86.4486
373.2,1070.686,,
373.36,1071.13,,
373.52,1071.636,,
373.68,1072.1445,62.7119,87.4576
373.84,1072.648,,
374,1073.1585,,
374.16,1073.6685,,
374.32,1074.1875,50.5929,75.4941
374.49,1074.7285,,
374.64,1075.208,,
374.8,1075.765,,
374.96,1076.3195,34.0502,73.8351
375.12,1076.8775,,
375.28,1077.4405,,
375.44,1078.0085,,
375.6,1078.5625,42.8044,92.2509
375.76,1079.1205,,
375.92,1079.67,,
376.08,1080.2405,,
376.24,1080.8045,47.8102,90.8759
376.4,1081.368,,
376.56,1081.9215,,
376.72,1082.476,,
376.88,1083.034,25.6716,81.4925
377.04,1083.587,,
377.2,1084.145,,
377.36,1084.709,,
377.52,1085.295,35.7576,90.9091
377.68,1085.858,,
377.84,1086.435,,
378,1086.9965,,
378.16,1087.572,17,79
378.32,1088.1375,,
378.48,1088.6945,,
378.64,1089.2915,,
378.8,1089.8965,34.375,81.875
378.96,1090.501,,
379.12,1091.103,,
379.28,1091.7135,,
379.44,1092.315,18.9189,80.1802
379.6,1092.922,,
379.76,1093.53,,
379.92,1094.0895,,
380.08,1094.6145,35.2,85.6
380.24,1095.14,,
380.4,1095.6745,,
380.56,1096.2045,,
380.72,1096.74,16.8675,30.1205
380.88,1097.2835,,
381.04,1097.8205,,
381.2,1098.339,,
381.36,1098.842,0,0
381.52,1099.3505,,
381.68,1099.85,,
381.84,1100.341,,
382,1100.847,14.2857,35.023
382.16,1101.332,,
382.32,1101.8215,,
382.48,1102.305,,
382.64,1102.768,20.9877,40.1235
382.8,1103.231,,
382.96,1103.711,,
383.12,1104.18,,
383.28,1104.646,23.3766,64.2857
383.44,1105.1175,,
383.6,1105.5875,,
383.76,1106.0525,,
383.92,1106.542,49.6951,87.1951
384.07,1107.014,,
384.24,1107.5425,,
384.4,1108.037,,
384.56,1108.5295,47.8261,80.2676
384.74,1109.0875,,
384.9,1109.583,,
385.04,1110.013,,
385.2,1110.486,29.3388,42.9752
385.36,1110.9745,,
385.52,1111.4665,,
385.68,1111.945,,
385.84,1112.423,51.7857,76.0714
385.99,1112.8735,,
386.16,1113.3895,,
386.32,1113.866,,
386.48,1114.3355,46.371,72.9839
386.64,1114.8035,,
386.8,1115.272,,
386.96,1115.7365,,
387.12,1116.208,31.5385,59.2308
387.28,1116.6765,,
387.44,1117.14,,
387.6,1117.607,,
387.76,1118.117,0,0
387.92,1118.6345,,
388.08,1119.151,,
388.24,1119.6655,,
388.4,1120.185,4.62428,17.341
388.56,1120.7075,,
388.72,1121.228,,
388.88,1121.7475,,
389.04,1122.3205,6.81818,17.6136
389.2,1122.917,,
389.36,1123.509,,
389.52,1124.101,,
389.68,1124.699,1.85185,13.8889
389.84,1125.295,,
390,1125.884,,
390.16,1126.4745,,
390.32,1127.086,9.80392,34.3137
390.48,1127.7255,,
390.64,1128.3495,,
390.8,1128.987,,
390.96,1129.615,23.0769,61.5385
391.12,1130.2445,,
391.28,1130.8735,,
391.44,1131.4945,,
391.6,1132.1875,14.5833,27.7778
391.76,1132.9405,,
391.92,1133.699,,
392.08,1134.453,,
392.24,1135.2085,11,29
392.4,1135.956,,
392.56,1136.696,,
392.72,1137.438,,
392.88,1138.18,1.51515,14.1414
393.04,1138.923,,
393.2,1139.689,,
393.36,1140.438,,
393.52,1141.203,27.3504,58.9744
393.68,1141.9495,,
393.84,1142.7075,,
394,1143.459,,
394.16,1144.2195,7.69231,18.3432
394.32,1145.0075,,
394.48,1145.7995,,
394.64,1146.597,,
394.8,1147.3835,39.1304,56.5217
394.96,1148.1745,,
395.12,1148.9665,,
395.28,1149.773,,
395.44,1150.51,41.1765,60.5042
395.6,1150.907,,
395.76,1151.304,,
395.92,1151.6965,,
396.08,1152.0855,19.7452,38.8535
396.24,1152.475,,
396.4,1152.8605,,
396.56,1153.2465,,
396.72,1153.625,30.8824,58.8235
396.88,1154.0945,,
397.04,1154.5735,,
397.2,1155.0455,,
397.36,1155.5145,28.2609,76.087
397.52,1155.987,,
397.68,1156.443,,
397.84,1156.901,,
398,1157.3615,23.4043,82.9787
398.16,1157.855,,
398.32,1158.3485,,
398.48,1158.842,,
398.64,1159.344,21.9512,84.1463
398.8,1159.844,,
398.96,1160.3445,,
399.12,1160.8415,,
399.28,1161.325,35.2941,84.3137
399.44,1161.7635,,
399.6,1162.184,,
399.76,1162.6,,
399.92,1163.021,48.2143,84.8214
400.08,1163.4465,,
400.24,1163.867,,
400.4,1164.281,,
400.56,1164.708,57.6299,90.2597
400.72,1165.135,,
400.88,1165.5765,,
401.04,1166.019,,
401.2,1166.4545,60.9562,90.9695
401.36,1166.897,,
401.52,1167.3465,,
401.68,1167.7985,,
401.84,1168.2445,67.7885,95.6731
402,1168.6845,,
402.16,1169.121,,
402.32,1169.5645,,
402.48,1170.016,26.4099,97.1114
402.64,1170.4595,,
402.8,1170.91,,
402.96,1171.352,,
403.12,1171.7995,23.949,92.9936
403.28,1172.379,,
403.44,1173.171,,
403.6,1173.9765,,
403.76,1174.7885,17.973,93.2432
403.92,1175.583,,
404.08,1176.3765,,
404.24,1177.173,,
404.4,1177.962,16.0173,95.8153
404.56,1178.751,,
404.72,1179.5535,,
404.88,1180.348,,
405.04,1181.1445,21.6954,94.2529
405.2,1181.937,,
405.36,1182.74,,
405.52,1183.532,,
405.68,1184.3185,60.4569,97.0123
405.84,1185.147,,
406,1186.2185,,
406.16,1187.291,,
406.32,1188.3765,49.6942,94.0367
406.48,1189.4575,,
406.64,1190.5405,,
406.8,1191.628,,
406.96,1192.7185,25.7576,35.4978
407.12,1193.7815,,
407.28,1194.745,,
407.44,1195.704,,
407.6,1196.6695,50.4983,76.0797
407.76,1197.629,,
407.92,1198.5635,,
408.08,1199.5105,,
408.24,1200.454,18.0233,78.1008
408.4,1201.4,,
408.56,1202.474,,
408.72,1203.568,,
408.88,1204.659,12.7072,49.1713
409.04,1205.75,,
409.2,1206.855,,
409.36,1207.954,,
409.52,1209.053,39.4572,70.7724
409.68,1210.1335,,
409.84,1210.863,,
410,1211.477,,
410.16,1212.0915,18.617,52.1277
410.32,1212.712,,
410.48,1213.336,,
410.64,1213.9525,,
410.8,1214.566,13.4783,85.8696
410.96,1215.1745,,
411.12,1215.7805,,
411.28,1216.4,,
411.44,1217.0035,15.5039,55.0388
411.6,1217.6125,,
411.76,1218.2175,,
411.92,1218.823,,
412.08,1219.4235,21.2707,88.9503
412.24,1220.027,,
412.4,1220.637,,
412.56,1221.246,,
412.72,1221.8675,51.3393,95.5357
412.88,1222.484,,
413.04,1223.1005,,
413.2,1223.728,,
413.36,1224.3405,37.2014,95.0512
413.52,1224.9585,,
413.68,1225.557,,
413.84,1226.1215,,
414,1226.6935,41.3695,97.7175
414.16,1227.274,,
414.32,1227.86,,
414.48,1228.4475,,
414.64,1229.0315,36.228,98.1004
414.8,1229.6055,,
414.96,1230.1395,,
415.12,1230.5995,,
415.28,1231.0585,26.6846,98.5175
415.44,1231.517,,
415.6,1231.9715,,
415.76,1232.4235,,
415.91,1232.9445,28.877,97.6827
416.08,1233.317,,
416.24,1233.77,,
416.4,1234.2435,,
416.56,1234.718,27.1357,98.325
416.72,1235.183,,
416.88,1235.6615,,
417.04,1236.147,,
417.2,1236.6165,32.7362,97.3941
417.36,1237.097,,
417.52,1237.5725,,
417.68,1238.0405,,
417.84,1238.5045,55.2469,95.5247
418,1238.9695,,
418.16,1239.4415,,
418.32,1239.9135,,
418.48,1240.383,51.8325,97.2077
418.64,1240.8505,,
418.8,1241.329,,
418.96,1241.812,,
419.12,1242.3075,54.1586,91.2959
419.28,1242.804,,
419.44,1243.307,,
419.6,1243.8035,,
419.76,1244.2985,49.0066,58.6093
419.92,1244.795,,
420.08,1245.285,,
420.24,1245.721,,
420.4,1246.1385,33.9921,46.2451
420.56,1246.5705,,
420.72,1247.006,,
420.88,1247.4305,,
421.04,1247.8655,35.2798,68.6131
421.2,1248.2985,,
421.36,1248.7245,,
421.52,1249.3245,,
421.68,1250.024,6.27615,53.5565
421.84,1250.726,,
422,1251.4245,,
422.16,1252.125,,
422.32,1252.819,12.8049,68.5976
422.48,1253.4985,,
422.64,1254.192,,
422.8,1254.9915,,
422.96,1255.8925,31.982,60.3604
423.12,1256.7885,,
423.28,1257.6955,,
423.44,1258.604,,
423.6,1259.517,50.4918,74.7541
423.76,1260.413,,
423.92,1261.318,,
424.08,1262.164,,
424.24,1262.943,38.7978,84.6995
424.4,1263.7245,,
424.56,1264.512,,
424.72,1265.305,,
424.88,1266.097,21.729,95.0935
425.04,1266.8895,,
425.2,1267.689,,
425.36,1268.755,,
425.52,1270.5795,24.9012,89.7233
425.68,1272.3945,,
425.84,1274.2175,,
426,1276.048,,
426.16,1277.8795,13.6476,95.7816
426.32,1279.706,,
426.48,1281.541,,
426.64,1283.2365,,
426.8,1284.194,34.2495,96.6173
426.96,1285.1535,,
427.12,1286.119,,
427.28,1287.0835,,
427.44,1288.078,30.9333,94.1333
427.6,1289.0335,,
427.76,1290.0115,,
427.92,1290.965,,
428.08,1291.535,43.6482,88.2736
428.24,1292.1005,,
428.4,1292.6695,,
428.56,1293.2355,,
428.72,1293.801,19.0981,36.6048
428.88,1294.373,,
429.04,1294.938,,
429.2,1295.501,,
429.36,1296.0825,22.2488,66.5072
429.52,1296.676,,
429.68,1297.276,,
429.84,1297.871,,
430,1298.4775,21.5278,37.037
430.16,1299.072,,
430.32,1299.6725,,
430.48,1300.2665,,
430.64,1300.9065,23.8193,42.9158
430.8,1301.575,,
430.96,1302.262,,
431.12,1302.946,,
431.28,1303.6235,31.8919,90.4505
431.44,1304.3035,,
431.6,1304.963,,
431.76,1305.6155,,
431.92,1306.181,41.573,58.2022
432.08,1306.7035,,
432.24,1307.225,,
432.4,1307.749,,
432.56,1308.2825,43.761,92.9701
432.72,1308.8075,,
432.88,1309.334,,
433.04,1309.8535,,
433.2,1310.3805,35.6895,92.0046
433.36,1310.9385,,
433.52,1311.4935,,
433.68,1312.044,,
433.84,1312.596,36.2264,93.2075
434,1313.151,,
434.16,1313.6965,,
434.32,1314.254,,
434.48,1314.809,36.8421,92.8793
434.64,1315.3775,,
434.8,1315.9515,,
434.96,1316.5315,,
435.12,1317.112,39.2857,84.0909
435.28,1317.689,,
435.44,1318.256,,
435.6,1318.8305,,
435.76,1319.398,21.5962,76.5258
435.92,1319.9305,,
436.08,1320.4665,,
436.24,1321.008,,
436.4,1321.542,15.1515,68.1818
436.56,1322.082,,
436.72,1322.6245,,
436.88,1323.18,,
437.04,1323.923,9.65517,14.8276
437.2,1325.8385,,
437.36,1327.749,,
437.52,1329.6705,,
437.73,1332.2015,18.6667,46
437.89,1334.1215,,
438.05,1336.0465,,
438.21,1337.9575,,
438.37,1339.461,6.61765,41.1765
438.48,1339.9135,,
438.64,1340.5865,,
438.8,1341.257,,
438.96,1341.943,4.8,53.6
439.12,1342.642,,
439.28,1343.337,,
439.44,1344.0145,,
439.6,1344.672,8.58209,77.6119
439.76,1345.1395,,
439.92,1345.576,,
440.08,1346.0195,,
440.24,1346.4535,13.0802,86.4979
440.4,1346.8935,,
440.56,1347.332,,
440.72,1347.7735,,
440.88,1348.2045,19.2547,86.3354
441.04,1348.639,,
441.2,1349.0675,,
441.36,1349.4965,,
441.52,1349.9235,39.7037,90.5185
441.68,1350.3565,,
441.84,1350.785,,
442,1351.2145,,
442.16,1351.6455,38.9809,88.7898
442.32,1352.0555,,
442.48,1352.449,,
442.64,1352.8435,,
442.8,1353.246,53.9455,85.5093
442.96,1353.644,,
443.12,1354.033,,
443.28,1354.425,,
443.44,1354.813,51.3399,85.6135
443.6,1355.2155,,
443.76,1355.655,,
443.92,1356.093,,
444.08,1356.5265,43.6185,81.9074
444.24,1356.9625,,
444.4,1357.397,,
444.56,1357.834,,
444.72,1358.275,48.6601,86.6008
444.88,1358.6895,,
445.04,1359.098,,
445.2,1359.512,,
445.36,1359.932,54.321,81.07
445.52,1360.347,,
445.68,1360.7655,,
445.84,1361.184,,
446,1361.605,52.1295,82.9642
446.16,1362.012,,
446.32,1362.401,,
446.48,1362.7945,,
446.64,1363.183,42.6513,88.4726
446.8,1363.573,,
446.96,1363.9595,,
447.12,1364.341,,
