time_medstack,O18_medstack,C13_medstack
2223,-0.86,1.13
2224,-1.1,1.12
2225,-1.24,1.02
2226,-1.33,0.88
2227,-1.43,0.74
2228,-1.15,0.75
2229,-0.74,0.79
2230,-0.44,0.82
2231,-0.62,0.73
2232,-0.79,0.65
2233,-0.97,0.57
2234,-0.36,0.55
2235,0.35,0.53
2236,0.73,0.54
2237,0.69,0.58
2238,0.66,0.62
2239,0.62,0.66
2240,0.56,0.73
2241,0.46,0.87
2242,0.36,1.01
2243,0.26,1.14
2244,0.12,1.23
2245,-0.17,1.12
2246,-0.46,1.01
2247,-0.75,0.9
2248,-1.03,0.8
2249,-1.2,0.82
2250,-1.36,0.85
2251,-1.53,0.87
2252,-1.7,0.89
2253,-1.59,1.04
2254,-1.48,1.2
2255,-1.37,1.35
2256,-1.22,1.45
2257,-1.01,1.47
2258,-0.8,1.49
2259,-0.59,1.52
2260,-0.57,1.44
2261,-0.59,1.35
2262,-0.6,1.26
2263,-0.61,1.19
2264,-0.62,1.19
2265,-0.62,1.18
2266,-0.63,1.18
2267,-0.66,1.18
2268,-0.69,1.18
2269,-0.73,1.17
2270,-0.75,1.16
2271,-0.65,1.1
2272,-0.56,1.03
2273,-0.46,0.97
2274,-0.4,0.95
2275,-0.37,0.96
2276,-0.34,0.98
2277,-0.31,0.99
2278,-0.2,1.04
2279,-0.09,1.1
2280,0.02,1.16
2281,0.09,1.15
2282,0.1,1.06
2283,0.11,0.97
2284,0.12,0.88
2285,0.02,0.86
2286,-0.1,0.86
2287,-0.22,0.86
2288,-0.34,0.89
2289,-0.45,1.03
2290,-0.57,1.16
2291,-0.68,1.29
2292,-0.75,1.35
2293,-0.8,1.35
2294,-0.85,1.36
2295,-0.92,1.36
2296,-1.13,1.26
2297,-1.34,1.15
2298,-1.55,1.05
2299,-1.89,0.87
2300,-2.36,0.6
2301,-2.67,0.45
2302,-2.66,0.49
2303,-1.98,0.84
2304,-1.24,1.17
2305,-0.99,1.15
2306,-0.75,1.13
2307,-0.5,1.11
2308,-0.42,1.16
2309,-0.35,1.22
2310,-0.27,1.27
2311,-0.19,1.32
2312,-0.17,1.2
2313,-0.14,1.09
2314,-0.12,0.97
2315,-0.09,0.85
2316,-0.23,0.96
2317,-0.37,1.07
2318,-0.5,1.18
2319,-0.64,1.29
2320,-0.64,1.28
2321,-0.64,1.28
2322,-0.64,1.27
2323,-0.64,1.26
2324,-0.35,1.28
2325,-0.05,1.31
2326,0.24,1.33
2327,0.38,1.31
2328,0.36,1.25
2329,0.35,1.19
2330,0.33,1.13
2331,0.23,1.17
2332,0.13,1.21
2333,0.03,1.25
2334,-0.17,1.27
2335,-0.47,1.26
2336,-0.77,1.25
2337,-1.07,1.24
2338,-1.32,1.17
2339,-1.57,1.1
2340,-1.82,1.03
2341,-1.8,1.02
2342,-1.51,1.09
2343,-1.21,1.16
2344,-0.92,1.23
2345,-0.71,1.31
2346,-0.49,1.38
2347,-0.28,1.46
2348,-0.06,1.53
2349,0.08,1.46
2350,0.21,1.34
2351,0.34,1.23
2352,0.47,1.12
2353,0.38,1.09
2354,0.45,1.05
2355,0.49,1.07
2356,0.43,1.16
2357,0.37,1.26
2358,0.31,1.35
2359,0.3,1.36
2360,0.29,1.38
2361,0.28,1.39
2362,0.27,1.4
2363,0.26,1.42
2364,0.25,1.43
2365,0.09,1.51
2366,-0.07,1.59
2367,-0.23,1.67
2368,-0.39,1.75
2369,-0.55,1.83
2370,-0.65,1.87
2371,-0.73,1.89
2372,-0.8,1.91
2373,-0.87,1.93
2374,-0.94,1.95
2375,-0.98,1.95
2376,-0.91,1.93
2377,-0.83,1.9
2378,-0.76,1.88
2379,-0.68,1.85
2380,-0.61,1.83
2381,-0.61,1.8
2382,-0.64,1.77
2383,-0.67,1.75
2384,-0.7,1.72
2385,-0.72,1.7
2386,-0.75,1.7
2387,-0.77,1.76
2388,-0.78,1.81
2389,-0.8,1.86
2390,-0.82,1.92
2391,-0.84,1.97
2392,-0.84,1.9
2393,-0.84,1.83
2394,-0.83,1.76
2395,-0.83,1.69
2396,-0.83,1.62
2397,-0.8,1.55
2398,-0.75,1.47
2399,-0.7,1.4
2400,-0.66,1.33
2401,-0.61,1.26
2402,-0.57,1.21
2403,-0.54,1.26
2404,-0.52,1.31
2405,-0.5,1.35
2406,-0.48,1.4
2407,-0.45,1.45
2408,-0.48,1.45
2409,-0.51,1.44
2410,-0.55,1.43
2411,-0.58,1.42
2412,-0.62,1.41
2413,-0.65,1.4
2414,-0.67,1.42
2415,-0.69,1.43
2416,-0.72,1.44
2417,-0.74,1.45
2418,-0.76,1.46
2419,-0.64,1.46
2420,-0.52,1.47
2421,-0.41,1.47
2422,-0.29,1.48
2423,-0.19,1.46
2424,-0.14,1.41
2425,-0.09,1.36
2426,-0.04,1.31
2427,0.01,1.26
2428,-0.03,1.26
2429,-0.11,1.28
2430,-0.19,1.3
2431,-0.28,1.33
2432,-0.36,1.35
2433,-0.39,1.26
2434,-0.41,1.18
2435,-0.44,1.09
2436,-0.46,1
2437,-0.49,0.92
2438,-0.52,0.83
2439,-0.45,0.79
2440,-0.26,0.82
2441,-0.08,0.85
2442,0.1,0.88
2443,0.29,0.91
2444,0.19,0.99
2445,0.04,1.09
2446,-0.12,1.19
2447,-0.27,1.28
2448,-0.38,1.37
2449,-0.35,1.41
2450,-0.32,1.44
2451,-0.29,1.48
2452,-0.26,1.52
2453,-0.32,1.52
2454,-0.43,1.5
2455,-0.54,1.48
2456,-0.65,1.47
2457,-0.76,1.45
2458,-0.76,1.43
2459,-0.75,1.4
2460,-0.75,1.38
2461,-0.74,1.36
2462,-0.74,1.34
2463,-0.76,1.34
2464,-0.79,1.35
2465,-0.83,1.37
2466,-0.86,1.38
2467,-0.89,1.39
2468,-0.9,1.35
2469,-0.88,1.21
2470,-0.86,1.07
2471,-0.84,0.93
2472,-0.81,0.79
2473,-0.79,0.65
2474,-0.69,0.8
2475,-0.58,0.96
2476,-0.49,1.08
2477,-0.5,1.02
2478,-0.51,0.95
2479,-0.41,0.85
2480,0.05,0.67
2481,0.51,0.49
2482,0.75,0.41
2483,0.64,0.49
2484,0.53,0.57
2485,0.44,0.55
2486,0.39,0.43
2487,0.34,0.31
2488,0.32,0.38
2489,0.32,0.55
2490,0.32,0.73
2491,0.09,0.92
2492,-0.22,1.13
2493,-0.53,1.33
2494,-0.66,1.27
2495,-0.75,1.16
2496,-0.85,1.05
2497,-0.85,1.1
2498,-0.86,1.15
2499,-0.85,1.19
2500,-0.75,1.17
2501,-0.66,1.15
2502,-0.55,1.11
2503,-0.43,1.01
2504,-0.31,0.92
2505,-0.12,0.88
2506,0.17,0.94
2507,0.46,1
2508,0.6,1.01
2509,0.65,0.99
2510,0.69,0.98
2511,0.62,0.95
2512,0.5,0.92
2513,0.38,0.89
2514,0.24,0.9
2515,0.11,0.92
2516,-0.03,0.94
2517,-0.07,0.86
2518,-0.11,0.79
2519,-0.14,0.71
2520,-0.18,0.64
2521,-0.16,0.59
2522,-0.09,0.58
2523,-0.01,0.57
2524,0.06,0.55
2525,0.14,0.54
2526,0.18,0.6
2527,0.22,0.65
2528,0.25,0.71
2529,0.29,0.76
2530,0.21,0.83
2531,0,0.92
2532,-0.21,1.01
2533,-0.42,1.09
2534,-0.63,1.18
2535,-0.65,1.25
2536,-0.67,1.32
2537,-0.68,1.39
2538,-0.7,1.46
2539,-0.74,1.42
2540,-0.81,1.29
2541,-0.87,1.16
2542,-0.94,1.03
2543,-1,0.9
2544,-1.25,1.15
2545,-1.5,1.4
2546,-1.53,1.4
2547,-1.4,1.2
2548,-1.24,1.02
2549,-0.88,0.94
2550,-0.52,0.86
2551,-0.45,0.87
2552,-0.52,0.93
2553,-0.58,0.93
2554,-0.65,0.77
2555,-0.72,0.6
2556,-0.66,0.71
2557,-0.56,0.89
2558,-0.47,1.02
2559,-0.37,1
2560,-0.28,0.99
2561,-0.47,1.04
2562,-0.7,1.09
2563,-0.84,1.13
2564,-0.87,1.17
2565,-0.89,1.2
2566,-0.81,1.25
2567,-0.72,1.3
2568,-0.64,1.35
2569,-0.66,1.28
2570,-0.74,1.14
2571,-0.82,1
2572,-0.79,0.93
2573,-0.55,1.02
2574,-0.31,1.11
2575,-0.07,1.2
2576,-0.18,1.19
2577,-0.31,1.17
2578,-0.44,1.16
2579,-0.57,1.17
2580,-0.7,1.21
2581,-0.83,1.24
2582,-0.98,1.23
2583,-1.17,1.08
2584,-1.36,0.93
2585,-1.56,0.78
2586,-1.7,0.62
2587,-1.84,0.46
2588,-1.98,0.29
2589,-2.11,0.15
2590,-1.89,0.3
2591,-1.43,0.62
2592,-0.41,1.32
2593,-0.16,1.47
2594,-0.19,1.42
2595,-0.23,1.37
2596,-0.26,1.33
2597,-0.27,1.22
2598,-0.27,1.11
2599,-0.28,0.99
2600,-0.29,0.88
2601,-0.19,0.81
2602,-0.03,0.75
2603,0.14,0.7
2604,0.28,0.64
2605,0.4,0.59
2606,0.46,0.57
2607,0.23,0.76
2608,-0.37,1.22
2609,-0.83,1.54
2610,-0.88,1.52
2611,-0.92,1.49
2612,-0.97,1.46
2613,-1.01,1.44
2614,-1.02,1.41
2615,-0.98,1.39
2616,-0.94,1.37
2617,-0.9,1.35
2618,-0.86,1.33
2619,-0.82,1.31
2620,-0.77,1.29
2621,-0.73,1.27
2622,-0.69,1.26
2623,-0.66,1.23
2624,-0.68,1.21
2625,-0.69,1.19
2626,-0.7,1.16
2627,-0.72,1.14
2628,-0.75,1.11
2629,-0.92,1.03
2630,-1.09,0.95
2631,-1.27,0.87
2632,-1.44,0.79
2633,-1,0.8
2634,-0.56,0.81
2635,-0.13,0.82
2636,0.31,0.84
2637,0.4,0.86
2638,0.25,0.88
2639,0.09,0.91
2640,-0.06,0.94
2641,-0.17,0.94
2642,-0.25,0.92
2643,-0.33,0.9
2644,-0.41,0.88
2645,-0.49,0.86
2646,-0.57,0.84
2647,-0.65,0.82
2648,-0.74,0.79
2649,-0.88,0.74
2650,-1.01,0.68
2651,-1.15,0.63
2652,-1.28,0.57
2653,-1.41,0.52
2654,-1.55,0.46
2655,-1.57,0.6
2656,-1.51,0.86
2657,-1.45,1.13
2658,-1.39,1.39
2659,-1.25,1.42
2660,-1.1,1.45
2661,-0.96,1.48
2662,-0.84,1.48
2663,-0.74,1.43
2664,-0.65,1.39
2665,-0.56,1.34
2666,-0.46,1.3
2667,-0.46,1.25
2668,-0.56,1.22
2669,-0.66,1.18
2670,-0.76,1.14
2671,-0.86,1.11
2672,-0.96,1.11
2673,-1.05,1.11
2674,-1.14,1.12
2675,-1.23,1.12
2676,-1.33,1.13
2677,-1.44,0.82
2678,-1.56,0.51
2679,-1.68,0.19
2680,-1.38,0.19
2681,-1.07,0.2
2682,-0.77,0.2
2683,-0.46,0.21
2684,-0.16,0.21
2685,0.14,0.22
2686,0.45,0.22
2687,0.36,0.35
2688,0.24,0.48
2689,0.13,0.61
2690,0.1,0.64
2691,0.08,0.67
2692,0.05,0.7
2693,0.02,0.74
2694,-0.02,0.77
2695,-0.07,0.81
2696,-0.11,0.85
2697,-0.16,0.89
2698,-0.2,0.93
2699,-0.25,0.97
2700,-0.41,0.92
2701,-0.61,0.83
2702,-0.82,0.75
2703,-1.02,0.66
2704,-0.95,0.73
2705,-0.87,0.81
2706,-0.78,0.88
2707,-0.5,1
2708,-0.23,1.12
2709,0.04,1.24
2710,0.31,1.36
2711,0.41,1.32
2712,0.48,1.24
2713,0.54,1.16
2714,0.61,1.09
2715,0.68,1.05
2716,0.74,1.05
2717,0.55,1.19
2718,0.36,1.33
2719,0.22,1.44
2720,0.25,1.37
2721,0.29,1.3
2722,0.32,1.24
2723,0.36,1.17
2724,0.12,1.08
2725,-0.15,0.99
2726,-0.43,0.9
2727,-0.7,0.81
2728,-0.72,0.87
2729,-0.55,1.05
2730,-0.37,1.23
2731,-0.2,1.41
2732,-0.07,1.56
2733,-0.06,1.64
2734,-0.04,1.71
2735,-0.03,1.79
2736,-0.02,1.87
2737,-0.15,1.8
2738,-0.28,1.74
2739,-0.42,1.67
2740,-0.55,1.6
2741,-0.46,1.56
2742,-0.23,1.55
2743,0,1.54
2744,0.23,1.53
2745,0.32,1.43
2746,0.1,1.15
2747,-0.12,0.88
2748,-0.35,0.6
2749,-0.57,0.32
2750,-0.4,0.54
2751,-0.23,0.76
2752,-0.05,0.98
2753,0.12,1.21
2754,0.29,1.43
2755,0.26,1.4
2756,0.22,1.37
2757,0.18,1.33
2758,0.14,1.29
2759,0.1,1.25
2760,0.07,1.26
2761,0.04,1.28
2762,0,1.3
2763,-0.03,1.31
2764,-0.06,1.33
2765,-0.04,1.33
2766,-0.01,1.32
2767,0.02,1.32
2768,0.06,1.31
2769,0.09,1.31
2770,0.02,1.37
2771,-0.08,1.44
2772,-0.19,1.51
2773,-0.29,1.59
2774,-0.4,1.66
2775,-0.38,1.66
2776,-0.3,1.63
2777,-0.22,1.59
2778,-0.14,1.56
2779,-0.07,1.53
2780,-0.06,1.51
2781,-0.09,1.5
2782,-0.12,1.48
2783,-0.15,1.47
2784,-0.18,1.46
2785,-0.22,1.42
2786,-0.26,1.38
2787,-0.31,1.33
2788,-0.35,1.29
2789,-0.4,1.24
2790,-0.4,1.21
2791,-0.37,1.18
2792,-0.33,1.16
2793,-0.3,1.13
2794,-0.26,1.11
2795,-0.19,1.09
2796,-0.05,1.09
2797,0.08,1.09
2798,0.21,1.08
2799,0.35,1.08
2800,0.45,1.07
2801,0.47,1.04
2802,0.48,1
2803,0.49,0.96
2804,0.51,0.93
2805,0.52,0.89
2806,0.52,0.95
2807,0.53,1.02
2808,0.53,1.08
2809,0.54,1.15
2810,0.54,1.21
2811,0.5,1.26
2812,0.45,1.3
2813,0.4,1.35
2814,0.36,1.4
2815,0.31,1.44
2816,0.22,1.45
2817,0.1,1.44
2818,-0.01,1.43
2819,-0.12,1.43
2820,-0.24,1.42
2821,-0.32,1.38
2822,-0.38,1.3
2823,-0.44,1.22
2824,-0.49,1.14
2825,-0.55,1.06
2826,-0.6,1.01
2827,-0.66,1.03
2828,-0.72,1.06
2829,-0.78,1.09
2830,-0.84,1.12
2831,-0.9,1.15
2832,-0.74,1.18
2833,-0.54,1.23
2834,-0.34,1.27
2835,-0.13,1.31
2836,0.07,1.35
2837,0.22,1.38
2838,0.2,1.38
2839,0.18,1.38
2840,0.16,1.37
2841,0.14,1.37
2842,0.13,1.37
2843,0.12,1.36
2844,0.12,1.35
2845,0.12,1.34
2846,0.12,1.33
2847,0.12,1.32
2848,0.12,1.31
2849,0.13,1.34
2850,0.15,1.37
2851,0.16,1.4
2852,0.17,1.43
2853,0.18,1.46
2854,0.18,1.5
2855,0.16,1.55
2856,0.14,1.6
2857,0.12,1.64
2858,0.1,1.69
2859,0.08,1.74
2860,0.04,1.74
2861,0,1.74
2862,-0.04,1.75
2863,-0.08,1.75
2864,-0.12,1.75
2865,-0.17,1.72
2866,-0.23,1.61
2867,-0.28,1.51
2868,-0.34,1.4
2869,-0.4,1.3
2870,-0.45,1.19
2871,-0.51,1.09
2872,-0.48,1.08
2873,-0.45,1.07
2874,-0.42,1.06
2875,-0.39,1.06
2876,-0.36,1.05
2877,-0.33,1.04
2878,-0.3,1.03
2879,-0.27,1.02
2880,-0.24,1.01
2881,-0.21,1
2882,-0.17,1.03
2883,-0.14,1.1
2884,-0.1,1.16
2885,-0.06,1.23
2886,-0.03,1.3
2887,0.01,1.36
2888,0.05,1.43
2889,0.08,1.5
2890,0.12,1.57
2891,0.16,1.63
2892,0.14,1.58
2893,0.12,1.51
2894,0.07,1.44
2895,-0.05,1.36
2896,-0.17,1.27
2897,-0.29,1.19
2898,-0.41,1.11
2899,-0.53,1.02
2900,-0.65,0.94
2901,-0.6,1
2902,-0.56,1.05
2903,-0.51,1.11
2904,-0.47,1.17
2905,-0.42,1.23
2906,-0.38,1.28
2907,-0.33,1.34
2908,-0.29,1.4
2909,-0.24,1.46
2910,-0.17,1.4
2911,-0.09,1.35
2912,-0.01,1.29
2913,0.07,1.23
2914,0.14,1.17
2915,0.09,1.14
2916,-0.09,1.13
2917,-0.22,1.08
2918,-0.3,0.99
2919,-0.39,0.9
2920,-0.47,0.8
2921,-0.56,0.71
2922,-0.37,0.76
2923,-0.19,0.82
2924,0,0.87
2925,0.18,0.93
2926,0.37,0.98
2927,0.47,1.02
2928,0.43,1.01
2929,0.38,1
2930,0.33,0.99
2931,0.29,0.98
2932,0.24,0.96
2933,0.19,0.95
2934,0.14,0.94
2935,0.1,0.93
2936,-0.01,1.11
2937,-0.14,1.37
2938,-0.14,1.21
2939,-0.14,1.06
2940,-0.15,0.91
2941,-0.15,0.76
2942,-0.15,0.61
2943,-0.15,0.46
2944,-0.15,0.56
2945,-0.15,0.66
2946,-0.15,0.77
2947,-0.15,0.87
2948,-0.15,0.98
2949,-0.15,1.1
2950,-0.16,1.22
2951,-0.16,1.34
2952,-0.19,1.37
2953,-0.24,1.34
2954,-0.28,1.31
2955,-0.33,1.29
2956,-0.38,1.26
2957,-0.36,1.22
2958,-0.32,1.18
2959,-0.33,1.13
2960,-0.47,1.02
2961,-0.61,0.91
2962,-0.75,0.81
2963,-0.89,0.7
2964,-0.85,0.63
2965,-0.65,0.59
2966,-0.45,0.56
2967,-0.45,0.66
2968,-0.45,0.76
2969,-0.46,0.86
2970,-0.46,0.96
2971,-0.46,1.06
2972,-0.44,1.1
2973,-0.4,1.09
2974,-0.36,1.08
2975,-0.32,1.07
2976,-0.28,1.05
2977,-0.24,1.04
2978,-0.2,1.03
2979,-0.16,1.02
2980,-0.12,1
2981,-0.08,0.99
2982,-0.21,1.09
2983,-0.35,1.2
2984,-0.57,1.13
2985,-0.78,1.07
2986,-1,1
2987,-1.22,0.93
2988,-1.39,0.87
2989,-1.38,0.84
2990,-1.38,0.81
2991,-1.15,0.88
2992,-0.92,0.95
2993,-0.7,1.01
2994,-0.47,1.08
2995,-0.24,1.15
2996,-0.01,1.22
2997,0.16,1.26
2998,0.11,1.24
2999,0.06,1.21
3000,0.01,1.18
3001,-0.04,1.15
3002,-0.08,1.12
3003,-0.13,1.1
3004,-0.18,1.07
3005,-0.23,1.04
3006,-0.28,1.01
3007,-0.29,0.98
3008,-0.14,0.96
3009,-0.14,0.93
3010,-0.37,0.9
3011,-0.61,0.87
3012,-0.84,0.84
3013,-1.07,0.81
3014,-1.3,0.78
3015,-1.04,0.88
3016,-0.77,0.98
3017,-0.51,1.07
3018,-0.25,1.17
3019,0.02,1.27
3020,0.21,1.32
3021,0.11,1.14
3022,0.01,0.96
3023,-0.09,0.78
3024,-0.19,0.6
3025,-0.27,0.49
3026,-0.29,0.56
3027,-0.31,0.64
3028,-0.34,0.71
3029,-0.36,0.79
3030,-0.38,0.86
3031,-0.41,0.93
3032,-0.31,0.94
3033,-0.21,0.95
3034,-0.11,0.95
3035,-0.29,0.91
3036,-0.57,0.87
3037,-0.84,0.82
3038,-1.12,0.77
3039,-0.93,0.79
3040,-0.62,0.83
3041,-0.3,0.87
3042,0.01,0.91
3043,0,0.92
3044,-0.02,0.92
3045,-0.03,0.93
3046,-0.04,0.94
3047,-0.05,0.94
3048,-0.07,0.95
3049,-0.12,0.9
3050,-0.19,0.83
3051,-0.25,0.77
3052,-0.32,0.7
3053,-0.39,0.63
3054,-0.46,0.56
3055,-0.81,0.47
3056,-1.19,0.37
3057,-1.57,0.28
3058,-1.95,0.18
3059,-1.62,0.39
3060,-1.29,0.59
3061,-0.96,0.8
3062,-0.64,1
3063,-0.43,1.12
3064,-0.37,1.12
3065,-0.32,1.13
3066,-0.27,1.13
3067,-0.21,1.13
3068,-0.16,1.14
3069,-0.11,1.14
3070,-0.18,1.12
3071,-0.3,1.1
3072,-0.43,1.07
3073,-0.56,1.05
3074,-0.68,1.02
3075,-0.81,0.99
3076,-0.95,0.93
3077,-1.12,0.83
3078,-1.29,0.73
3079,-1.45,0.62
3080,-1.62,0.52
3081,-1.52,0.68
3082,-1.43,0.85
3083,-1.33,1.01
3084,-1.23,1.17
3085,-1.13,1.34
3086,-1.04,1.5
3087,-0.86,1.41
3088,-0.67,1.31
3089,-0.49,1.21
3090,-0.3,1.1
3091,-0.12,1
3092,0.07,0.89
3093,0.25,0.79
3094,0.42,0.69
3095,0.27,0.8
3096,0.12,0.91
3097,-0.03,1.01
3098,-0.18,1.12
3099,-0.33,1.22
3100,-0.48,1.33
3101,-0.62,1.28
3102,-0.74,1.14
3103,-0.86,0.99
3104,-0.99,0.85
3105,-1.11,0.7
3106,-1,0.79
3107,-0.9,0.87
3108,-0.79,0.96
3109,-0.69,1.04
3110,-0.58,1.13
3111,-0.49,1.14
3112,-0.4,1.09
3113,-0.31,1.05
3114,-0.22,1.01
3115,-0.14,0.97
3116,-0.05,0.93
3117,0.04,0.89
3118,0.05,0.85
3119,0.03,0.81
3120,0.01,0.77
3121,-0.01,0.73
3122,-0.03,0.69
3123,-0.05,0.65
3124,-0.07,0.61
3125,-0.23,0.64
3126,-0.41,0.67
3127,-0.59,0.7
3128,-0.77,0.74
3129,-0.95,0.77
3130,-0.93,0.79
3131,-0.92,0.81
3132,-0.9,0.83
3133,-0.88,0.85
3134,-0.86,0.88
3135,-0.8,0.89
3136,-0.71,0.91
3137,-0.63,0.92
3138,-0.55,0.94
3139,-0.46,0.95
3140,-0.38,0.97
3141,-0.32,0.97
3142,-0.37,0.91
3143,-0.43,0.85
3144,-0.49,0.79
3145,-0.54,0.73
3146,-0.6,0.67
3147,-0.67,0.62
3148,-0.87,0.68
3149,-1.08,0.74
3150,-1.28,0.8
3151,-1.49,0.86
3152,-1.23,0.96
3153,-0.97,1.05
3154,-0.71,1.15
3155,-0.45,1.24
3156,-0.25,1.31
3157,-0.22,1.29
3158,-0.19,1.27
3159,-0.16,1.25
3160,-0.13,1.24
3161,-0.09,1.22
3162,-0.06,1.2
3163,-0.12,1.16
3164,-0.19,1.11
3165,-0.26,1.07
3166,-0.33,1.02
3167,-0.4,0.98
3168,-0.47,0.93
3169,-0.49,0.9
3170,-0.51,0.88
3171,-0.54,0.85
3172,-0.56,0.82
3173,-0.49,0.89
3174,-0.42,0.96
3175,-0.35,1.03
3176,-0.28,1.09
3177,-0.21,1.12
3178,-0.13,1.16
3179,-0.06,1.19
3180,0.01,1.23
3181,0.08,1.26
3182,0.04,1.26
3183,-0.09,1.22
3184,-0.22,1.18
3185,-0.35,1.15
3186,-0.48,1.11
3187,-0.61,1.07
3188,-0.73,1.03
3189,-0.68,1.17
3190,-0.63,1.31
3191,-0.57,1.46
3192,-0.51,1.6
3193,-0.45,1.75
3194,-0.37,1.69
3195,-0.3,1.64
3196,-0.22,1.58
3197,-0.15,1.52
3198,-0.07,1.47
3199,0,1.41
3200,0.06,1.37
3201,0.05,1.38
3202,0.05,1.39
3203,0.04,1.41
3204,0.03,1.42
3205,0.03,1.43
3206,0.02,1.44
3207,0.01,1.44
3208,-0.01,1.43
3209,-0.03,1.42
3210,-0.04,1.42
3211,-0.06,1.41
3212,-0.07,1.41
3213,-0.09,1.4
3214,-0.1,1.4
3215,-0.12,1.39
3216,-0.13,1.39
3217,-0.15,1.38
3218,-0.16,1.38
3219,-0.15,1.37
3220,-0.14,1.37
3221,-0.13,1.37
3222,-0.12,1.36
3223,-0.12,1.36
3224,-0.11,1.36
3225,-0.1,1.35
3226,-0.09,1.35
3227,-0.08,1.34
3228,-0.07,1.34
3229,-0.07,1.34
3230,-0.06,1.33
3231,-0.05,1.33
3232,-0.09,1.34
3233,-0.13,1.35
3234,-0.16,1.36
3235,-0.2,1.37
3236,-0.24,1.38
3237,-0.28,1.38
3238,-0.31,1.39
3239,-0.35,1.4
3240,-0.38,1.4
3241,-0.39,1.37
3242,-0.4,1.33
3243,-0.41,1.3
3244,-0.42,1.26
3245,-0.43,1.23
3246,-0.44,1.19
3247,-0.38,1.27
3248,-0.33,1.35
3249,-0.27,1.44
3250,-0.23,1.49
3251,-0.25,1.43
3252,-0.26,1.38
3253,-0.27,1.32
3254,-0.28,1.27
3255,-0.3,1.22
3256,-0.31,1.16
3257,-0.32,1.15
3258,-0.33,1.15
3259,-0.34,1.14
3260,-0.35,1.14
3261,-0.36,1.14
3262,-0.37,1.14
3263,-0.39,1.14
